Gene	YF2_OO_sc.1	YF2_OO_sc.2	YF2_OO_sc.3	YF2_OO_sc.4	YF2_OO_sc.5	YF2_OO_sc.6	YF2_OO_sc.7	YF2_OO_sc.8	YF2_OO_sc.9
CTSF	0	0	0	0	0	0	0	0	0
CTSG	0	0	0	0	0	0	0	0	0
CTSH	0	0	0	0	0	0	0	0	0
CTSK	0	0	0	0	0	2	0	2	0
CTSO	0	0	0	0	0	0	0	0	0
CTSS	0	0	0	0	0	0	0	0	0
CTSW	0	0	0	0	0	0	0	0	0
CTSZ	0	0	0	0	0	0	0	0	0
CTTN	1	0	0	19	0	17	0	0	0
CTTNBP2	1	0	0	14	0	1	0	0	0
CTTNBP2NL	5	0	0	20	0	21	0	0	0
CTU1	0	0	0	1	0	0	0	0	0
CTU2	0	0	0	0	0	3	0	0	0
CTXN1	0	0	0	0	0	0	0	0	0
CTXN2	0	0	0	0	0	0	0	0	0
CTXN3	0	0	0	0	0	0	0	0	0
CTXND1	0	0	0	0	0	0	0	0	0
CUBN	9	0	0	13	0	15	0	0	0
CUEDC1	5	0	0	1	0	1	0	0	0
CUEDC2	0	0	0	6	0	2	0	0	0
CUL1	34	0	2	196	0	95	0	0	0
CUL2	0	0	0	3	0	2	0	0	0
CUL3	4	0	1	36	0	44	0	0	0
CUL4A	2	0	0	14	0	16	0	0	0
CUL4B	4	0	0	16	0	34	0	0	0
CUL5	105	0	0	127	0	104	0	0	0
CUL7	0	0	0	0	0	0	0	0	0
CUL9	0	0	0	3	0	1	0	0	0
CUTA	0	0	0	22	0	1	0	0	0
CUTC	0	0	0	46	0	10	0	0	0
CUX1	36	0	0	98	0	48	0	0	0
CUX2	0	0	0	33	0	9	0	0	0
CUZD1	0	0	0	0	0	0	0	0	0
CWC15	312	1	0	760	3	374	1	0	0
CWC22	69	1	0	197	0	97	0	0	0
CWC25	97	0	1	77	0	34	0	1	0
CWC27	61	0	0	145	0	23	0	1	0
CWF19L2	88	0	0	104	0	63	0	0	0
CX3CR1	0	0	0	0	0	0	0	0	0
CXCL1	0	0	0	0	0	0	0	0	0
CXCL10	0	0	0	0	0	0	0	0	0
CXCL11	0	0	0	0	0	2	0	0	0
CXCL12	0	0	0	0	0	0	0	0	0
CXCL13	0	0	0	0	0	0	0	0	0
CXCL14	0	0	0	0	0	1	0	0	0
CXCL16	1	0	0	7	0	0	0	0	0
CXCL17	0	0	0	0	0	0	0	0	0
CXCL1L	0	0	0	0	0	0	0	0	0
CXCL2	0	0	0	0	0	0	0	0	0
CXCL3	0	0	0	0	0	0	0	0	0
CXCL6	0	0	0	1	0	0	0	0	0
CXCL8	0	0	0	0	0	0	0	0	0
CXCL9	0	0	0	2	0	0	0	0	0
CXCR1	0	0	0	0	0	0	0	0	0
CXCR3	0	0	0	0	0	0	0	0	0
CXCR4	0	0	0	0	0	0	0	0	0
CXCR5	0	0	0	0	0	0	0	0	0
CXCR6	0	0	0	0	0	0	0	0	0
CXorf21	0	0	0	0	0	0	0	0	0
CXorf36	0	0	0	0	0	0	0	0	0
CXorf38	24	0	0	68	0	41	0	0	0
CXorf56	0	0	0	3	0	0	0	0	0
CXorf57	0	0	0	0	0	0	0	0	0
CXorf58	2	0	0	13	0	7	0	0	0
CXorf65	0	0	0	0	0	0	0	0	0
CXorf66	0	0	0	0	0	0	0	0	0
CXXC1	0	0	0	2	0	4	0	0	0
CXXC4	7	0	0	6	0	3	0	0	0
CXXC5	0	0	0	0	0	0	0	0	0
CYB561	0	0	0	0	0	0	0	0	0
CYB561A3	0	0	0	0	0	0	0	0	0
CYB561D1	0	0	0	0	0	0	0	0	0
CYB5B	60	0	0	188	0	73	0	0	0
CYB5D1	2	0	0	4	0	3	0	0	0
CYB5D2	0	0	0	18	0	0	0	0	0
CYB5R1	0	0	0	2	0	0	0	0	0
CYB5R2	0	0	0	20	0	3	0	0	0
CYB5R3	0	0	0	9	0	8	0	0	0
CYB5R4	0	0	0	2	0	2	0	0	0
CYB5RL	0	0	0	2	0	3	0	0	0
CYBA	0	0	0	1	0	1	0	0	0
CYBB	0	0	0	0	0	0	0	0	0
CYBRD1	0	0	0	0	0	0	0	0	0
CYC1	0	0	0	59	0	21	0	0	0
CYFIP1	13	0	0	80	0	47	0	0	0
CYFIP2	9	0	0	138	0	64	0	0	0
CYGB	1	0	0	0	0	0	0	0	0
CYHR1	0	0	1	18	0	6	0	0	0
CYLC1	0	0	2	0	0	1	0	0	0
CYLC2	0	0	0	0	0	0	0	0	0
CYLD	6	0	0	0	0	2	0	0	5
CYP11A	0	0	0	0	0	0	0	0	0
CYP11B1	0	0	0	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0	0	0	0
CYP17A1	0	0	0	0	0	0	0	0	0
CYP19A1	0	0	0	2	0	1	0	0	0
CYP1A1	0	0	0	0	0	0	0	0	0
CYP1A2	0	0	0	0	0	0	0	0	0
CYP1B1	0	0	0	0	0	0	0	0	0
CYP21A2	0	0	0	0	0	0	0	0	0
CYP24A1	0	0	0	10	0	0	0	0	0
CYP26A1	0	0	0	0	0	0	0	0	0
CYP26B1	0	0	0	0	0	0	0	0	0
CYP26C1	0	0	0	0	0	0	0	0	0
CYP27A1	0	0	0	3	0	0	0	0	0
CYP27B1	0	0	0	0	0	0	0	0	0
CYP27C1	0	0	0	2	0	4	0	0	0
CYP2A23	0	0	0	0	0	0	0	0	0
CYP2A24	0	0	0	0	0	0	0	0	0
CYP2A26	0	0	0	0	0	0	0	0	0
CYP2B6	0	0	0	0	0	0	0	0	0
CYP2C43	0	0	0	1	0	39	0	0	0
CYP2C75	0	0	0	0	0	0	0	0	0
CYP2C8	0	0	0	0	0	0	0	0	0
CYP2D17	0	0	0	4	0	0	0	0	0
CYP2D44	0	0	0	1	0	0	0	0	0
CYP2E1	0	0	0	0	0	3	0	0	0
CYP2G2	0	0	0	0	0	0	0	0	0
CYP2J2	0	0	1	0	0	1	0	1	0
CYP2R1	13	0	0	10	0	69	0	0	0
CYP2S1	0	0	0	8	0	2	0	0	0
CYP2U1	0	0	0	3	0	2	0	0	0
CYP2W1	0	0	0	0	0	0	0	0	0
CYP39A1	45	0	0	43	0	141	0	0	0
CYP3A43	0	0	0	0	0	0	0	0	0
CYP3A5	0	0	0	0	0	0	0	0	0
CYP3A8	0	0	0	0	0	1	0	0	0
CYP46A1	0	0	0	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0	0	0	0
CYP4B1	0	0	0	0	0	0	0	0	0
CYP4F11	0	0	0	0	0	0	0	0	0
CYP4F12	0	0	0	0	0	0	0	0	0
CYP4F2	0	0	0	0	0	0	0	0	0
CYP4F22	0	0	0	0	0	0	0	0	0
CYP4F8	0	0	0	0	0	0	0	0	0
CYP4V2	0	0	0	0	0	0	0	0	0
CYP4X1	0	0	0	6	0	0	0	0	0
CYP51A1	0	0	0	5	0	2	0	0	0
CYP7A1	0	0	0	0	0	0	0	0	0
CYP7B1	0	0	0	0	0	0	0	0	0
CYP8B1	0	0	0	0	0	0	0	0	0
CYR61	2	0	2	16	0	2	0	0	0
CYS1	0	0	0	0	0	0	0	0	0
CYSLTR1	0	0	0	0	0	0	0	0	0
CYSLTR2	0	0	0	0	0	8	0	0	0
CYSRT1	0	0	0	0	0	0	0	0	0
CYSTM1	9	0	0	74	0	47	0	0	0
CYTB	1818	3	14	2599	942	911	5	14	5
CYTH1	9	0	0	27	0	57	0	0	0
CYTH2	0	0	0	36	0	20	0	0	0
CYTH3	1	0	0	1	0	12	0	0	0
CYTH4	0	0	0	0	0	0	0	0	0
CYTIP	2	0	0	2	0	29	0	0	0
CYTL1	0	0	0	0	0	0	0	0	0
CYYR1	0	0	0	0	0	0	0	0	0
D2HGDH	0	0	0	0	0	0	0	0	0
DAAM1	193	1	1	348	3	315	0	1	0
DAAM2	3	0	0	100	4	30	0	0	0
DAB1	12	0	0	0	0	19	0	0	0
DAB2	0	0	0	0	0	0	0	0	0
DAB2IP	5	0	0	13	0	13	0	0	0
DACH1	0	0	0	0	0	0	0	0	0
DACH2	0	0	0	0	0	1	0	0	0
DACT1	0	0	0	0	0	0	0	0	0
DACT2	0	0	0	0	0	0	0	0	0
DAD1	29	0	1	553	1	167	0	0	0
DAG1	2	0	0	4	0	2	0	0	0
DAGLA	0	0	0	0	0	5	0	0	0
DAGLB	0	0	0	10	0	7	0	0	0
DALRD3	0	0	0	0	0	0	0	0	0
DAND5	0	0	0	0	0	0	0	0	0
DAO	0	0	0	0	0	0	0	0	0
DAP3	1	0	0	25	0	4	0	0	0
DAPK1	0	0	0	0	0	0	0	0	0
DAPK2	0	0	0	16	0	7	0	0	0
DAPK3	0	0	0	4	0	2	0	0	0
DAPL1	0	0	0	0	0	0	0	0	0
DAPP1	0	0	0	0	0	0	0	0	0
DARS	26	0	0	42	0	32	0	1	0
DARS2	0	0	0	4	0	2	0	0	0
DAW1	18	0	0	27	0	31	0	0	0
DAXX	9	0	0	13	0	11	0	0	0
DAZAP1	0	0	0	10	0	5	0	2	0
DAZAP2	30	0	0	92	0	59	0	0	0
DAZL	42	0	0	65	1	90	0	0	0
DBF4	59	0	0	100	0	99	0	0	0
DBF4B	0	0	0	2	0	0	0	0	0
DBH	0	0	0	76	0	40	0	0	0
DBI	5	0	0	79	1	50	0	3	0
DBN1	0	0	0	0	0	0	0	0	0
DBNDD1	0	0	0	1	0	0	0	0	0
DBNDD2	0	0	0	0	0	0	0	0	0
DBP	0	0	0	0	0	0	0	0	0
DBR1	6	0	0	3	0	15	0	0	0
DBT	8	0	0	28	1	52	0	0	0
DBX1	0	0	0	3	0	0	0	0	0
DBX2	0	0	0	0	0	0	0	0	0
DCAF1	5	0	0	1	0	8	0	0	0
DCAF10	0	0	0	0	0	0	0	0	0
DCAF11	0	0	0	0	0	0	0	0	0
DCAF12	4	0	0	3	0	1	0	0	0
DCAF12L1	0	0	0	0	0	0	0	0	0
DCAF12L2	0	0	0	0	0	0	0	0	0
DCAF15	2	0	0	0	0	5	0	0	0
DCAF16	0	0	0	0	0	0	0	0	0
DCAF17	19	0	0	18	1	41	0	0	0
DCAF4	0	0	0	1	0	4	0	0	0
DCAF4L1	0	0	0	0	0	0	0	0	0
DCAF4L2	0	0	0	0	0	0	0	0	0
DCAF5	7	0	0	33	0	31	0	0	0
DCAF6	14	0	0	14	0	15	0	0	0
DCAF7	8	0	0	13	0	1	0	0	0
DCAKD	0	0	0	0	0	0	0	0	0
DCANP1	0	0	0	0	0	0	0	0	0
DCBLD1	3	0	0	18	0	13	0	0	0
DCBLD2	5	0	0	56	0	23	0	0	0
DCC	6	0	0	51	0	4	0	0	0
DCD	0	0	0	0	0	0	0	0	0
DCDC2	397	0	3	875	1	413	0	0	0
DCDC2B	0	0	0	2	0	0	0	0	0
DCDC2C	5	0	0	128	0	46	0	0	0
DCHS1	0	0	0	0	0	0	0	0	0
DCK	0	0	0	1	0	1	0	0	0
DCLK1	1	0	0	5	0	0	0	0	0
DCLK2	39	1	7	84	5	114	0	0	1
DCLK3	0	0	0	0	0	0	0	0	0
DCLRE1A	179	0	0	66	1	128	0	0	0
DCLRE1B	0	0	0	22	0	9	0	0	0
DCLRE1C	11	0	0	61	2	76	0	0	0
DCN	0	0	0	0	0	0	0	0	0
DCP1A	11	0	0	13	0	17	0	0	0
DCP1B	0	0	0	9	0	1	0	0	0
DCP2	98	0	0	171	0	70	0	0	0
DCPS	2	0	0	193	0	44	0	0	0
DCST1	0	0	0	0	0	0	0	0	0
DCST2	0	0	0	0	0	0	0	0	0
DCSTAMP	0	0	0	0	0	0	0	0	0
DCT	0	0	1	39	0	29	0	1	0
DCTD	2	0	0	22	0	10	0	0	0
DCTN1	4	0	0	38	0	17	0	0	0
DCTN2	0	0	0	4	0	3	0	0	0
DCTN3	0	0	0	63	1	26	0	0	0
DCTN4	14	0	0	33	0	31	0	0	0
DCTN5	0	0	0	9	0	16	0	0	0
DCTN6	58	1	1	512	0	383	0	1	0
DCTPP1	0	0	0	72	0	30	0	0	0
DCUN1D2	1	0	0	2	0	0	0	0	0
DCUN1D3	7	0	0	16	0	23	0	0	0
DCUN1D4	24	0	0	71	0	53	0	0	0
DCUN1D5	39	0	0	91	0	77	0	0	0
DCX	0	0	0	0	0	0	0	0	0
DCXR	0	0	0	40	0	10	0	0	0
DDA1	10	0	0	30	0	15	0	0	0
DDAH1	0	0	0	2	0	0	0	0	0
DDAH2	0	0	0	0	0	0	0	0	0
DDB1	4	0	0	32	0	19	0	0	0
DDB2	0	0	0	10	0	8	0	0	0
DDC	0	0	0	5	0	0	0	0	0
DDHD1	1	0	0	74	1	39	0	0	0
DDHD2	3	0	0	7	0	17	0	0	0
DDI1	0	0	0	0	0	0	0	0	0
DDI2	0	0	0	0	0	0	0	0	0
DDIAS	6	0	0	17	0	22	0	0	0
DDIT3	4	0	0	63	0	28	0	0	0
DDIT4	17	0	0	11	0	34	0	0	0
DDIT4L	0	0	0	0	0	0	0	0	0
DDN	0	0	0	0	0	0	0	0	0
DDO	0	0	0	0	0	0	0	0	0
DDOST	5	0	0	31	0	18	0	0	0
DDR1	11	0	0	8	0	8	0	0	0
DDR2	0	0	0	0	0	0	0	0	0
DDRGK1	0	0	0	45	0	13	0	0	0
DDX1	36	0	0	251	0	108	0	0	1
DDX10	339	0	0	433	0	245	0	0	0
DDX17	4	0	0	12	0	17	0	0	0
DDX18	279	2	3	376	2	212	0	0	0
DDX19A	0	0	0	0	0	1	0	0	0
DDX19B	0	0	0	13	0	6	0	0	0
DDX20	8	0	0	14	0	46	0	0	0
DDX21	38	0	1	219	0	56	0	1	0
DDX23	37	0	0	38	0	10	0	0	0
DDX24	171	0	0	489	2	204	0	0	1
DDX25	0	0	0	36	0	5	0	0	0
DDX27	77	0	0	160	0	68	0	0	0
DDX31	5	0	0	9	0	6	0	0	0
DDX39A	3	0	0	215	1	26	0	0	0
DDX39B	5	0	0	54	0	25	0	0	0
DDX3X	32	0	0	65	0	57	0	2	0
DDX4	27	0	0	113	0	101	0	1	0
DDX41	0	0	0	3	0	0	0	0	0
DDX42	16	0	0	78	0	50	0	0	0
DDX43	17	0	0	34	0	44	0	0	0
DDX46	34	0	0	74	4	48	0	0	0
DDX47	8	0	1	42	0	15	0	0	0
DDX49	0	0	0	3	0	3	0	0	0
DDX5	26	0	1	192	0	140	0	0	0
DDX50	47	0	0	93	0	65	0	0	0
DDX51	0	0	0	7	0	0	0	0	0
DDX52	245	0	2	326	0	174	0	0	0
DDX54	4	0	0	10	1	5	0	0	0
DDX55	19	1	1	20	0	5	0	0	0
DDX56	0	0	0	78	0	10	0	0	0
DDX58	19	0	0	178	0	76	0	0	0
DDX59	33	0	0	70	0	47	0	1	0
DDX6	2	0	0	40	0	38	0	0	0
DDX60	0	0	0	1	0	0	0	0	0
DDX60L	5	0	0	10	0	14	0	0	0
DEAF1	0	0	0	6	0	6	0	0	0
DEC1	0	0	0	0	0	0	0	0	0
DECR1	9	0	1	70	1	29	0	1	0
DECR2	0	0	0	2	0	0	0	0	0
DEDD	26	1	6	178	1	180	0	0	0
DEDD2	0	0	0	13	0	7	0	0	0
DEF6	0	0	0	0	0	0	0	0	0
DEF8	0	0	0	0	0	2	0	0	0
DEFA6	0	0	0	0	0	0	0	0	0
DEFB1	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0	0	0	0
DEFB116	0	0	0	7	0	4	0	0	0
DEFB118	0	0	0	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0	0	0	0
DEFB124	0	0	0	6	0	4	0	0	0
DEFB125	0	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0	0
DEGS1	14	0	0	28	0	25	0	0	0
DEGS2	0	0	0	4	0	0	0	0	0
DENND1A	0	0	0	0	0	5	0	0	0
DENND1B	0	0	0	0	0	0	0	0	0
DENND1C	6	0	0	8	0	4	0	0	0
DENND2A	3	0	0	2	0	4	0	0	0
DENND2C	0	0	0	0	0	0	0	0	0
DENND2D	0	0	0	0	0	0	0	0	0
DENND3	2	0	0	0	0	0	0	0	0
DENND4A	4	0	0	7	0	14	0	0	0
DENND4B	0	0	0	0	0	0	0	0	0
DENND4C	4	0	0	15	0	22	0	0	0
DENND5A	2	0	0	0	0	5	0	0	0
DENND5B	0	0	0	0	0	5	0	0	0
DENND6A	0	0	0	0	0	3	0	0	0
DENND6B	0	0	0	0	0	0	0	0	0
DENR	13	0	0	24	1	27	0	0	0
DEPDC1	0	0	0	0	0	1	0	0	0
DEPDC1B	1	0	0	23	1	11	0	1	1
DEPDC5	0	0	0	0	0	0	0	0	0
DEPDC7	92	0	0	147	0	116	0	1	0
DEPTOR	0	0	0	0	0	1	0	0	0
DERA	20	0	0	30	0	24	0	0	0
DERL1	2	0	0	32	0	6	0	0	0
DERL2	16	0	0	152	0	84	0	0	0
DES	0	0	0	3	0	1	0	0	0
DESI1	0	0	0	3	0	8	0	0	0
DESI2	0	0	0	13	0	11	0	0	0
DET1	0	0	0	12	0	1	0	0	0
DEUP1	4	0	0	12	0	8	0	0	0
DEXI	0	0	0	0	0	0	0	0	0
DFFA	0	0	0	4	0	0	0	0	0
DFFB	0	0	0	0	0	0	0	0	0
DGAT1	0	0	0	0	0	3	0	0	0
DGAT2	0	0	0	4	0	2	0	0	0
DGAT2L6	0	0	0	0	0	0	0	0	0
DGCR2	0	0	0	0	0	2	0	0	0
DGCR8	0	0	0	4	0	1	0	0	0
DGKA	0	0	0	0	0	0	0	0	0
DGKB	0	0	0	0	0	3	0	0	0
DGKD	0	0	0	2	0	4	0	0	0
DGKE	0	0	0	10	0	12	0	0	0
DGKG	0	0	0	19	0	5	0	0	0
DGKH	0	0	0	0	0	0	0	2	0
DGKI	0	0	0	2	0	9	0	0	0
DGKK	0	0	0	5	0	0	0	0	0
DGKQ	0	0	0	0	0	0	0	0	0
DGKZ	0	0	0	0	0	0	0	0	0
DGLUCY	5	0	0	113	1	46	0	0	0
DGUOK	36	0	0	165	0	46	0	0	0
DHCR24	0	0	0	0	0	0	0	0	0
DHCR7	13	0	0	8	0	17	0	0	0
DHDDS	0	0	0	22	0	9	0	0	0
DHDH	0	0	0	2	0	1	0	0	0
DHFR2	0	0	0	0	0	0	0	0	0
DHH	0	0	0	0	0	0	0	0	0
DHODH	0	0	0	7	0	1	0	0	0
DHPS	0	0	0	6	0	6	0	0	0
DHRS1	0	0	0	6	0	2	0	0	0
DHRS11	0	0	0	0	0	1	0	0	0
DHRS12	0	0	0	6	0	1	0	0	0
DHRS13	0	0	0	0	0	1	0	0	0
DHRS2	0	0	0	0	0	0	0	0	0
DHRS3	0	0	0	0	0	0	0	0	0
DHRS7	0	0	0	0	0	0	0	0	0
DHRS7B	0	0	0	14	0	1	0	0	0
DHRS7C	0	0	0	0	0	1	0	0	0
DHRS9	0	0	0	0	0	0	0	0	0
DHTKD1	0	0	0	7	0	1	0	0	0
DHX15	7	0	2	40	0	30	0	0	0
DHX16	0	0	0	1	0	4	0	0	0
DHX29	11	0	0	100	0	35	0	0	0
DHX30	18	0	0	39	0	24	0	0	0
DHX32	3	0	0	27	0	40	0	0	0
DHX33	3	0	0	0	0	0	0	0	0
DHX34	3	0	0	0	0	8	0	0	0
DHX35	0	0	0	0	0	0	0	0	0
DHX36	5	0	0	21	0	26	0	0	0
DHX37	1	0	0	0	0	0	0	0	0
DHX40	9	0	1	22	0	18	0	0	0
DHX57	2	0	0	5	0	0	0	0	0
DHX58	1	0	0	5	0	8	0	0	0
DHX8	8	0	1	16	0	13	0	0	0
DHX9	5	0	0	9	0	3	0	0	0
DIABLO	12	0	0	107	1	51	0	0	0
DIAPH1	0	0	0	6	0	4	0	0	0
DIAPH2	11	0	0	45	0	42	0	0	0
DIAPH3	8	0	0	31	0	27	0	0	0
DICER1	7	0	0	38	0	29	0	0	0
DIDO1	2	0	0	21	6	6	0	0	0
DIEXF	0	0	0	0	0	0	0	0	0
DIMT1	3	0	0	3	0	2	0	0	2
DIO1	0	0	0	0	0	0	0	0	0
DIP2A	0	0	0	11	0	0	0	0	0
DIP2B	0	0	0	16	0	9	0	0	0
DIRAS1	0	0	0	0	0	0	0	0	0
DIRAS2	4	0	0	0	0	1	0	0	0
DIRC3	0	0	0	6	0	10	0	0	0
DIS3	0	0	0	6	0	3	0	0	0
DIS3L	0	0	0	4	0	2	0	0	0
DIS3L2	0	0	0	7	0	1	0	0	0
DISC1	4	0	0	15	0	58	0	0	0
DISP1	2	0	2	30	0	60	0	0	0
DISP2	0	0	0	0	0	0	0	0	0
DISP3	0	0	0	0	1	1	0	0	0
DIXDC1	2	0	0	7	0	1	0	0	0
DKC1	12	0	0	55	0	15	0	0	0
DKK1	0	0	0	0	0	0	0	0	0
DKK2	0	0	0	1	0	0	0	0	0
DKK3	0	0	0	0	0	0	0	0	0
DKK4	0	0	0	2	0	0	0	0	0
DKKL1	0	0	0	0	0	0	0	0	0
DLAT	1	0	0	2	0	17	0	0	0
DLD	35	0	0	135	0	54	0	0	0
DLEC1	0	0	0	8	0	1	0	0	0
DLEU7	0	0	0	0	0	0	0	0	0
DLG1	22	0	1	67	0	56	0	0	0
DLG2	30	0	0	159	1	111	0	0	0
DLG3	6	0	0	39	1	37	0	0	0
DLG4	0	0	0	0	0	0	0	0	0
DLG5	18	0	0	21	1	38	0	0	0
DLGAP1	0	0	0	3	0	2	0	0	0
DLGAP2	4	0	0	14	0	13	0	0	0
DLGAP3	0	0	0	0	0	1	0	0	0
DLGAP5	921	2	5	1454	11	691	0	4	1
DLK1	0	0	0	0	0	0	0	0	0
DLK2	0	0	0	0	0	0	0	0	0
DLL1	0	0	0	10	0	5	0	0	0
DLL4	0	0	0	0	0	0	0	0	0
DLST	1	0	0	13	0	8	0	0	0
DLX1	0	0	0	19	0	0	0	0	0
DLX2	0	0	0	0	0	0	0	0	0
DLX3	0	0	0	1	0	0	0	0	0
DLX4	0	0	0	0	0	0	0	0	0
DLX5	0	0	0	1	0	0	0	0	0
DLX6	0	0	0	15	0	5	0	0	0
DMAC2	0	0	0	20	0	10	0	0	0
DMAP1	0	0	0	14	0	17	0	0	0
DMBT1	0	0	0	1	0	0	0	0	0
DMBX1	0	0	0	0	0	0	0	0	0
DMC1	0	0	0	1	0	1	0	0	0
DMD	41	0	1	201	1	92	0	0	0
DMGDH	1	0	0	5	0	1	0	0	0
DMKN	0	0	0	8	0	13	0	0	0
DMP1	0	0	0	0	0	0	0	0	0
DMPK	0	0	0	2	0	0	0	0	0
DMRT1	0	0	2	1	0	7	0	0	0
DMRT2	2	0	0	3	0	14	0	0	0
DMRT3	0	0	0	10	0	10	0	0	0
DMRTA1	0	0	0	5	0	1	0	0	0
DMRTA2	0	0	0	0	0	0	0	0	0
DMRTB1	1	0	0	0	0	1	0	0	0
DMRTC2	1	0	0	16	0	2	0	0	0
DMTF1	1	0	0	6	0	8	0	0	0
DMTN	0	0	0	0	0	0	0	0	0
DMXL1	5	0	0	12	0	5	0	0	2
DMXL2	0	0	0	41	1	24	0	0	0
DNAAF1	6	0	0	29	0	32	0	0	0
DNAAF4	32	0	0	30	0	16	0	0	0
DNAH10	0	0	0	8	0	3	0	0	0
DNAH11	4	0	0	9	0	20	0	0	0
DNAH17	0	0	0	12	0	16	0	0	0
DNAH3	0	0	0	1	0	0	0	0	0
DNAH5	0	0	0	1	0	1	0	0	0
DNAH6	0	0	0	2	0	0	0	0	0
DNAH7	0	0	0	46	0	13	0	0	0
DNAH8	0	0	0	2	0	0	0	0	0
DNAH9	0	0	0	7	0	2	0	2	0
DNAI1	0	0	0	0	0	1	0	0	0
DNAI2	0	0	0	5	0	0	0	0	0
DNAJA1	149	0	0	310	3	213	1	0	0
DNAJA2	9	0	0	78	0	43	0	0	0
DNAJA3	0	0	0	12	0	14	0	0	0
DNAJA4	0	1	0	73	0	49	0	0	0
DNAJB11	19	0	0	123	2	86	0	0	0
DNAJB12	0	0	0	3	0	6	0	0	0
DNAJB14	4	0	0	31	0	2	0	0	0
DNAJB2	0	0	0	0	0	0	0	0	0
DNAJB4	8	0	0	3	0	8	0	0	0
DNAJB5	1	0	0	2	0	0	0	0	0
DNAJB6	63	0	0	162	2	82	0	0	0
DNAJB8	0	0	0	0	0	0	0	0	0
DNAJB9	0	0	0	45	0	23	0	0	0
DNAJC1	21	0	0	50	0	42	0	0	0
DNAJC10	3	0	0	16	0	4	0	0	0
DNAJC11	1	0	0	22	0	0	0	0	0
DNAJC12	0	0	1	0	0	0	0	0	0
DNAJC13	21	0	0	77	2	74	0	0	0
DNAJC15	27	0	1	172	0	61	0	0	0
DNAJC16	6	0	1	22	0	8	0	0	0
DNAJC17	0	0	0	4	1	4	0	0	0
DNAJC18	1	0	0	64	0	23	0	0	0
DNAJC19	64	0	0	163	0	108	0	1	0
DNAJC2	319	0	1	222	2	267	1	1	0
DNAJC21	0	0	0	2	0	20	0	0	0
DNAJC22	0	0	0	0	0	0	0	0	0
DNAJC24	0	0	0	32	0	27	0	0	0
DNAJC25	0	0	0	4	0	2	0	0	0
DNAJC27	6	0	0	16	0	21	0	0	0
DNAJC28	0	0	0	21	0	18	0	0	0
DNAJC3	18	0	0	142	0	102	0	0	0
DNAJC4	0	0	0	0	0	3	0	0	0
DNAJC5	3	0	0	0	0	3	0	0	0
DNAJC5B	0	0	0	0	0	0	0	0	0
DNAJC5G	0	0	0	67	0	6	0	0	0
DNAJC6	0	0	0	0	0	1	0	0	0
DNAJC7	4	0	0	39	0	19	0	0	0
DNAJC9	101	0	1	371	2	124	0	0	0
DNAL1	1	0	0	59	0	46	0	0	0
DNAL4	0	0	0	4	0	3	0	0	0
DNALI1	0	0	0	14	0	14	0	0	0
DNASE1	0	0	0	7	0	13	0	0	0
DNASE1L1	0	0	0	0	0	0	0	0	0
DNASE1L2	0	0	0	0	0	0	0	0	0
DNASE1L3	0	0	0	0	0	0	0	0	0
DNASE2	0	0	0	0	0	1	0	0	0
DNASE2B	0	0	2	0	0	0	0	0	0
DND1	0	0	0	4	0	6	0	0	0
DNER	4	0	0	10	0	8	0	0	0
DNHD1	0	0	0	0	0	0	0	0	0
DNLZ	0	0	0	0	0	0	0	0	0
DNM1	0	0	0	2	0	1	0	0	0
DNM1L	3	0	0	111	0	80	0	0	0
DNM2	0	0	0	0	0	0	0	0	0
DNM3	2	0	0	24	0	6	0	0	0
DNMBP	5	0	0	60	0	9	0	0	0
DNMT1	1163	1	1	848	4	656	0	4	1
DNMT3A	11	0	13	171	7	221	0	1	0
DNMT3B	9	0	0	1	0	6	0	0	0
DNPEP	0	0	0	26	0	3	0	0	0
DNPH1	0	0	0	4	0	0	0	0	0
DNTT	0	0	0	0	0	0	0	0	0
DNTTIP1	0	0	0	18	0	13	0	0	0
DOC2A	0	0	0	0	0	0	0	0	0
DOCK1	10	0	0	19	0	28	0	0	0
DOCK10	0	0	0	1	0	0	0	0	0
DOCK11	0	0	0	0	0	0	0	0	0
DOCK2	2	0	0	14	0	2	0	0	0
DOCK3	0	0	0	3	0	6	0	0	0
DOCK4	4	0	0	6	0	14	0	0	0
DOCK5	2	0	1	7	0	1	0	0	0
DOCK6	0	0	0	1	0	4	0	0	0
DOCK7	0	0	4	13	0	7	0	0	0
